title,category,categories,address,phone,web_site,emails,review_rating,review_count,reviews_per_rating,open_hours,latitude,longtitude,place_id,cid,link,description
Ricardo Molina Insurance Agent,Insurance agency,"[""Insurance agency"", ""Auto insurance agency"", ""Life insurance agency"", ""Renter's insurance agency""]","2757 Mission St, San Francisco, CA 94110, United States",+1 650-667-1439,,,5,2,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 2}","{""Friday"": [""10 AM–6:30 PM""], ""Monday"": [""2–6:30 PM""], ""Saturday"": [""10 AM–12 AM""], ""Sunday"": [""12–6:30 AM""], ""Thursday"": [""10 AM–6:30 PM""], ""Tuesday"": [""2–6:30 PM""], ""Wednesday"": [""2–6:30 PM""]}",37.7529906,-122.418318,ChIJD8nm4Fd_j4ARwBLjfz1fKTM,3686582487722693312,https://www.google.com/maps/place/Ricardo+Molina+Insurance+Agent/data=!4m7!3m6!1s0x808f7f57e0e6c90f:0x33295f3d7fe312c0!8m2!3d37.7529906!4d-122.418318!16s%2Fg%2F11j6tczwz9!19sChIJD8nm4Fd_j4ARwBLjfz1fKTM?authuser=0&hl=en&rclk=1,
Crum Insurance Agency,Insurance agency,"[""Insurance agency""]","388 Market St #1300, San Francisco, CA 94111, United States",+1 209-400-1710,http://cruminsuranceagency.com/workers-compensation/,,0,0,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}","{""Friday"": [""8 AM–8 PM""], ""Monday"": [""8 AM–8 PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""], ""Thursday"": [""8 AM–8 PM""], ""Tuesday"": [""8 AM–8 PM""], ""Wednesday"": [""8 AM–8 PM""]}",37.7922754,-122.3981949,ChIJm0kOzmOAhYARSHTd6wAZ-8E,13977793360222319688,https://www.google.com/maps/place/Crum+Insurance+Agency/data=!4m7!3m6!1s0x80858063ce0e499b:0xc1fb1900ebdd7448!8m2!3d37.7922754!4d-122.3981949!16s%2Fg%2F11jkz2vlgy!19sChIJm0kOzmOAhYARSHTd6wAZ-8E?authuser=0&hl=en&rclk=1,
Fred Loya Insurance,Auto insurance agency,"[""Auto insurance agency"", ""Insurance company""]","2098 Mission St, San Francisco, CA 94110, United States",+1 415-864-2611,https://www.fredloya.com/,,3.5,33,"{""1"": 11, ""2"": 0, ""3"": 2, ""4"": 3, ""5"": 17}","{""Friday"": [""9 AM–6 PM""], ""Monday"": [""9 AM–6 PM""], ""Saturday"": [""10 AM–2 PM""], ""Sunday"": [""Closed""], ""Thursday"": [""9 AM–6 PM""], ""Tuesday"": [""9 AM–6 PM""], ""Wednesday"": [""9 AM–6 PM""]}",37.7635414,-122.4197997,ChIJu91oQCN-j4ARaS_14jmCcDs,4283066430761807721,https://www.google.com/maps/place/Fred+Loya+Insurance/data=!4m7!3m6!1s0x808f7e234068ddbb:0x3b708239e2f52f69!8m2!3d37.7635414!4d-122.4197997!16s%2Fg%2F119wc65gg!19sChIJu91oQCN-j4ARaS_14jmCcDs?authuser=0&hl=en&rclk=1,
LW Insurance,Insurance agency,"[""Insurance agency""]","3330 Mission St, San Francisco, CA 94110, United States",+1 415-648-1254,http://www.lwinsf.com/,"[""luis@lwinsf.com""]",4.5,2,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 1, ""5"": 1}","{""Friday"": [""10 AM–6 PM""], ""Monday"": [""10 AM–6 PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""], ""Thursday"": [""10 AM–6 PM""], ""Tuesday"": [""10 AM–6 PM""], ""Wednesday"": [""10 AM–6 PM""]}",37.743440899999996,-122.4214604,ChIJs7l610J-j4ARKCVJR-gWEK4,12542550149111031080,https://www.google.com/maps/place/LW+Insurance/data=!4m7!3m6!1s0x808f7e42d77ab9b3:0xae1016e847492528!8m2!3d37.7434409!4d-122.4214604!16s%2Fg%2F1jky6y93z!19sChIJs7l610J-j4ARKCVJR-gWEK4?authuser=0&hl=en&rclk=1,
Traci Hollander - State Farm Insurance Agent,Insurance agency,"[""Insurance agency"", ""Auto insurance agency"", ""Life insurance agency""]","1501 Church St, San Francisco, CA 94131, United States",+1 415-647-3007,https://www.noevalleyinsurance.com/?cmpid=FC56_blm_0001,,4.9,41,"{""1"": 1, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 40}","{""Friday"": [""9 AM–5 PM""], ""Monday"": [""9 AM–5 PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""], ""Thursday"": [""9 AM–5 PM""], ""Tuesday"": [""9 AM–5 PM""], ""Wednesday"": [""9 AM–5 PM""]}",37.74679,-122.426732,ChIJdwoQM2p-j4ARlZQq9CH39Pc,17867177346888012949,https://www.google.com/maps/place/Traci+Hollander+-+State+Farm+Insurance+Agent/data=!4m7!3m6!1s0x808f7e6a33100a77:0xf7f4f721f42a9495!8m2!3d37.74679!4d-122.426732!16s%2Fg%2F11byfvyth9!19sChIJdwoQM2p-j4ARlZQq9CH39Pc?authuser=0&hl=en&rclk=1,
Truvo Insurance Agency,Insurance agency,"[""Insurance agency""]","1875 Mission St Suite 103 #488, San Francisco, CA 94103, United States",+1 628-998-1406,https://truvoinsure.com/,"[""contact@truvo.com""]",5,6,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 6}","{""Friday"": [""8 AM–8 PM""], ""Monday"": [""8 AM–8 PM""], ""Saturday"": [""8 AM–8 PM""], ""Sunday"": [""Closed""], ""Thursday"": [""8 AM–8 PM""], ""Tuesday"": [""8 AM–8 PM""], ""Wednesday"": [""8 AM–8 PM""]}",37.7671306,-122.41946569999999,ChIJmYSbl9TB6w4R-iMDPNNInt4,16041338994822423546,https://www.google.com/maps/place/Truvo+Insurance+Agency/data=!4m7!3m6!1s0xeebc1d4979b8499:0xde9e48d33c0323fa!8m2!3d37.7671306!4d-122.4194657!16s%2Fg%2F11xmvhv3gx!19sChIJmYSbl9TB6w4R-iMDPNNInt4?authuser=0&hl=en&rclk=1,
Kiet Nguyen - State Farm Insurance Agent,Insurance agency,"[""Insurance agency"", ""Auto insurance agency"", ""Life insurance agency""]","4200 Mission St, San Francisco, CA 94112, United States",+1 415-587-1880,https://www.statefarm.com/agent/us/ca/san-francisco/kiet-nguyen-lnqyk1ys000?cmpid=JTMP_blm_0001,,4.4,25,"{""1"": 3, ""2"": 0, ""3"": 0, ""4"": 2, ""5"": 20}","{""Friday"": [""9 AM–5:30 PM""], ""Monday"": [""9 AM–5:30 PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""], ""Thursday"": [""9 AM–5:30 PM""], ""Tuesday"": [""9 AM–5:30 PM""], ""Wednesday"": [""9 AM–5:30 PM""]}",37.729935499999996,-122.4304715,ChIJmfBE8Il-j4ARJnr_1m2hYC0,3269790822601554470,https://www.google.com/maps/place/Kiet+Nguyen+-+State+Farm+Insurance+Agent/data=!4m7!3m6!1s0x808f7e89f044f099:0x2d60a16dd6ff7a26!8m2!3d37.7299355!4d-122.4304715!16s%2Fg%2F1v46_lbc!19sChIJmfBE8Il-j4ARJnr_1m2hYC0?authuser=0&hl=en&rclk=1,
Ed Hidalgo - State Farm Insurance Agent,Insurance agency,"[""Insurance agency"", ""Auto insurance agency"", ""Life insurance agency""]","4201 California St, San Francisco, CA 94118, United States",+1 415-689-1591,https://www.californiastreetinsurance.com/?cmpid=VABUKY_blm_0001,"[""team@keen.io"", ""dustin@keen.io"", ""eric@keen.io"", ""joe@keen.io"", ""alex@keen.io"", ""adam.kasprowicz@keen.io"", ""dariusz.lacheta@keen.io""]",5,155,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 1, ""5"": 154}","{""Friday"": [""9 AM–5 PM""], ""Monday"": [""9 AM–5 PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""], ""Thursday"": [""9 AM–5 PM""], ""Tuesday"": [""9 AM–5 PM""], ""Wednesday"": [""9 AM–5 PM""]}",37.785037599999995,-122.463016,ChIJKfeLVceHhYARE8buf37yuk4,5673113305752716819,https://www.google.com/maps/place/Ed+Hidalgo+-+State+Farm+Insurance+Agent/data=!4m7!3m6!1s0x808587c7558bf729:0x4ebaf27e7feec613!8m2!3d37.7850376!4d-122.463016!16s%2Fg%2F11n8nx64yg!19sChIJKfeLVceHhYARE8buf37yuk4?authuser=0&hl=en&rclk=1,
AAA San Francisco Richmond District Branch,Insurance agency,"[""Insurance agency"", ""Auto insurance agency"", ""Home insurance agency"", ""Life insurance agency"", ""Motorcycle insurance agency"", ""Renter's insurance agency"", ""Security system supplier""]","599 Clement St, San Francisco, CA 94118, United States",+1 415-750-7800,https://mwg.aaa.com/agent-office-locations/ca/san-francisco/aaa-san-francisco-richmond-district-branch,,4.5,212,"{""1"": 16, ""2"": 4, ""3"": 4, ""4"": 22, ""5"": 166}","{""Friday"": [""9 AM–6 PM""], ""Monday"": [""9 AM–6 PM""], ""Saturday"": [""9 AM–5 PM""], ""Sunday"": [""Closed""], ""Thursday"": [""9 AM–6 PM""], ""Tuesday"": [""9 AM–6 PM""], ""Wednesday"": [""9 AM–6 PM""]}",37.782702199999996,-122.4653106,ChIJE6W0ODyHhYARUGYL1hhGQYw,10106436111280334416,https://www.google.com/maps/place/AAA+San+Francisco+Richmond+District+Branch/data=!4m7!3m6!1s0x8085873c38b4a513:0x8c414618d60b6650!8m2!3d37.7827022!4d-122.4653106!16s%2Fg%2F1tfl9wwh!19sChIJE6W0ODyHhYARUGYL1hhGQYw?authuser=0&hl=en&rclk=1,
Rich Machado - State Farm Insurance Agent,Insurance agency,"[""Insurance agency"", ""Auto insurance agency"", ""Life insurance agency""]","6908 Geary Blvd, San Francisco, CA 94121, United States",+1 415-292-3380,https://www.richmachado.net/?cmpid=B9LH_blm_0001,"[""team@keen.io"", ""dustin@keen.io"", ""eric@keen.io"", ""joe@keen.io"", ""alex@keen.io"", ""adam.kasprowicz@keen.io"", ""dariusz.lacheta@keen.io""]",5,44,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 2, ""5"": 42}","{""Friday"": [""9 AM–5 PM""], ""Monday"": [""9 AM–5 PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""], ""Thursday"": [""9 AM–5 PM""], ""Tuesday"": [""9 AM–5 PM""], ""Wednesday"": [""9 AM–5 PM""]}",37.7798814,-122.4936192,ChIJMQX9zxaHhYARI1VZLT-DgGo,7674278072406332707,https://www.google.com/maps/place/Rich+Machado+-+State+Farm+Insurance+Agent/data=!4m7!3m6!1s0x80858716cffd0531:0x6a80833f2d595523!8m2!3d37.7798814!4d-122.4936192!16s%2Fg%2F11ckvcz2bm!19sChIJMQX9zxaHhYARI1VZLT-DgGo?authuser=0&hl=en&rclk=1,
Jing Lee - State Farm Insurance Agent,Insurance agency,"[""Insurance agency"", ""Auto insurance agency"", ""Life insurance agency""]","4444 Geary Blvd #300, San Francisco, CA 94118, United States",+1 415-752-8888,https://www.jingleeinsurance.com/?cmpid=pbdf_blm_0001,"[""team@keen.io"", ""dustin@keen.io"", ""eric@keen.io"", ""joe@keen.io"", ""alex@keen.io"", ""adam.kasprowicz@keen.io"", ""dariusz.lacheta@keen.io""]",4.9,32,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 2, ""5"": 30}","{""Friday"": [""9 AM–5 PM""], ""Monday"": [""9 AM–5 PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""], ""Thursday"": [""9 AM–5 PM""], ""Tuesday"": [""9 AM–5 PM""], ""Wednesday"": [""9 AM–5 PM""]}",37.781196,-122.467208,ChIJI0xNeD6HhYARN1DDFezYorA,12727974005391446071,https://www.google.com/maps/place/Jing+Lee+-+State+Farm+Insurance+Agent/data=!4m7!3m6!1s0x8085873e784d4c23:0xb0a2d8ec15c35037!8m2!3d37.781196!4d-122.467208!16s%2Fg%2F1td7tdrc!19sChIJI0xNeD6HhYARN1DDFezYorA?authuser=0&hl=en&rclk=1,
Phil Bertetta - State Farm Insurance Agent,Insurance agency,"[""Insurance agency"", ""Auto insurance agency"", ""Life insurance agency""]","3524 Geary Blvd, San Francisco, CA 94118, United States",+1 415-752-3442,https://www.philbertetta.com/?cmpid=B8XX_blm_0001,"[""team@keen.io"", ""dustin@keen.io"", ""eric@keen.io"", ""joe@keen.io"", ""alex@keen.io"", ""adam.kasprowicz@keen.io"", ""dariusz.lacheta@keen.io""]",5,131,"{""1"": 1, ""2"": 0, ""3"": 0, ""4"": 2, ""5"": 128}","{""Friday"": [""9 AM–5 PM""], ""Monday"": [""9 AM–5 PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""], ""Thursday"": [""9 AM–5 PM""], ""Tuesday"": [""9 AM–5 PM""], ""Wednesday"": [""9 AM–5 PM""]}",37.781639,-122.457155,ChIJJ9cJmzeHhYARnDKfTPy2R3g,8667097202631324316,https://www.google.com/maps/place/Phil+Bertetta+-+State+Farm+Insurance+Agent/data=!4m7!3m6!1s0x808587379b09d727:0x7847b6fc4c9f329c!8m2!3d37.781639!4d-122.457155!16s%2Fg%2F1v2gd_29!19sChIJJ9cJmzeHhYARnDKfTPy2R3g?authuser=0&hl=en&rclk=1,
Nationwide Insurance: Anita Daisy Lo Agency,Insurance agency,"[""Insurance agency"", ""Auto insurance agency"", ""Home insurance agency"", ""Life insurance agency"", ""Renter's insurance agency""]","6037 Geary Blvd, San Francisco, CA 94121, United States",+1 415-592-8388,https://agency.nationwide.com/ca/san-francisco/94121/anita-daisy-lo-agency,,3.5,4,"{""1"": 1, ""2"": 0, ""3"": 0, ""4"": 2, ""5"": 1}","{""Friday"": [""9 AM–5 PM""], ""Monday"": [""9 AM–5 PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""], ""Thursday"": [""9 AM–5 PM""], ""Tuesday"": [""9 AM–5 PM""], ""Wednesday"": [""9 AM–5 PM""]}",37.7798735,-122.4843744,ChIJM5_LOWKAhYAR0369WCY8Zv8,18403463062691348179,https://www.google.com/maps/place/Nationwide+Insurance:+Anita+Daisy+Lo+Agency/data=!4m7!3m6!1s0x8085806239cb9f33:0xff663c2658bd7ed3!8m2!3d37.7798735!4d-122.4843744!16s%2Fg%2F11b6gr_np_!19sChIJM5_LOWKAhYAR0369WCY8Zv8?authuser=0&hl=en&rclk=1,
Budovsky's Insurance Services,Insurance agency,"[""Insurance agency""]","6254 Geary Blvd, San Francisco, CA 94121, United States",+1 415-668-1121,,,5,1,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}","{""Friday"": [""10 AM–10 PM""], ""Monday"": [""10 AM–10 PM""], ""Saturday"": [""10 AM–10 PM""], ""Sunday"": [""Closed""], ""Thursday"": [""10 AM–10 PM""], ""Tuesday"": [""10 AM–10 PM""], ""Wednesday"": [""10 AM–10 PM""]}",37.7802161,-122.4867173,ChIJJ9bfAwaHhYARrU9plWwzFXY,8508763612442611629,https://www.google.com/maps/place/Budovsky%27s+Insurance+Services/data=!4m7!3m6!1s0x8085870603dfd627:0x7615336c95694fad!8m2!3d37.7802161!4d-122.4867173!16s%2Fg%2F12641rd0h!19sChIJJ9bfAwaHhYARrU9plWwzFXY?authuser=0&hl=en&rclk=1,
George Jee Insurance,Insurance agency,"[""Insurance agency""]","6115 Geary Blvd STE 202, San Francisco, CA 94121, United States",+1 415-668-3272,,,5,1,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}",{},37.7798835,-122.4851563,ChIJ6223XQ-HhYARRGpEx8qYj8k,14523995319987104324,https://www.google.com/maps/place/George+Jee+Insurance/data=!4m7!3m6!1s0x8085870f5db76deb:0xc98f98cac7446a44!8m2!3d37.7798835!4d-122.4851563!16s%2Fg%2F1thy00j1!19sChIJ6223XQ-HhYARRGpEx8qYj8k?authuser=0&hl=en&rclk=1,
